iter	RMSE
129	578.2466943
130	578.0530132
131	577.8933824
132	577.7925762
133	577.5680986
134	577.357894
135	577.1967896
136	577.1297599
137	576.9926853
138	576.8987266
139	576.8054303
140	576.5720934
141	576.4522672
142	576.1782223
143	576.0607518
144	575.9571908
145	575.7957719
146	575.6645651
147	575.5078201
148	575.381746
149	575.2649539
150	575.1352651
151	575.0144966
152	574.8326744
153	574.7063943
154	574.5963165
155	574.4645881
156	574.2883152
157	574.1843902
158	574.0523426
159	573.9300209
160	573.7784863
161	573.6920305
162	573.5881256
163	573.4751239
164	573.3528202
165	573.2178751
166	573.1252257
167	573.0210585
168	572.9286397
169	572.7513169
170	572.6487052
171	572.5005975
172	572.3730392
173	572.2869423
174	572.1890094
175	572.091546
176	571.9932235
177	571.865934
178	571.7410807
179	571.6388955
180	571.5607588
181	571.5025659
182	571.4134006
183	571.2709228
184	571.1580183
185	570.975051
186	570.8895334
187	570.7735892
188	570.6712722
189	570.595456
190	570.5227292
191	570.4214289
192	570.291105
193	570.1966656
194	570.0512055
195	569.9382128
196	569.8381062
197	569.6376139
198	569.5129365
199	569.3857158
200	569.2187531
201	569.1539757
202	569.1321671
203	569.0636336
204	568.9940954
205	568.8850059
206	568.7373963
207	568.6576061
208	568.5405281
209	568.4716354
210	568.38796
211	568.3607439
212	568.2797759
213	568.1223648
214	568.0258114
215	567.9454416
216	567.8503903
217	567.7487101
218	567.6528908
219	567.5839157
220	567.4998485
221	567.4344116
222	567.3210016
223	567.3026311
224	567.1764331
225	567.0496107
226	566.9654235
227	566.8894621
228	566.6747017
229	566.5676528
230	566.4974509
231	566.3763125
232	566.2456739
233	566.2131654
234	566.1495608
235	566.0454851
236	565.9120118
237	565.818266
238	565.7220776
239	565.7011443
240	565.5925755
241	565.4326559
242	565.3462681
243	565.258362
244	565.1730281
245	565.1043604
246	565.0131433
247	564.9444368
248	564.9006501
249	564.8491444
250	564.7681927
251	564.6638022
252	564.575853
253	564.5066541
254	564.3989454
255	564.3442065
256	564.256965
257	564.1565061
258	564.0766688
259	563.9918796
260	563.8851294
261	563.7399385
262	563.683754
263	563.6036981
264	563.4926457
265	563.4796542
266	563.4423864
267	563.3402667
268	563.2054247
269	563.1046283
270	563.0391553
271	562.9347211
272	562.8332675
273	562.7616604
274	562.6653965
275	562.5546989
276	562.4613507
277	562.4457651
278	562.3233721
279	562.3080682
280	562.2351224
281	562.157684
282	561.9995263
283	561.9138326
284	561.8814917
285	561.7985217
286	561.744082
287	561.6457003
288	561.5512476
289	561.5032738
290	561.3920675
291	561.3220739
292	561.2344023
293	561.2226487
294	561.0783658
295	561.0775888
296	560.9461597
297	560.8916026
298	560.8079324
299	560.6883949
300	560.6062076
301	560.5524394
302	560.4622137
303	560.3930109
304	560.2587911
305	560.1502391
306	560.1035226
307	560.017438
308	559.8903354
309	559.8273677
310	559.7333787
311	559.6635913
312	559.5778609
313	559.4753038
314	559.4121979
315	559.3308696
316	559.2987918
317	559.2226825
318	559.1070044
319	559.0272933
320	558.9787654
321	558.9070174
322	558.8358457
323	558.6737771
324	558.6457415
325	558.6333086
326	558.5771885
327	558.4417904
328	558.4248195
329	558.3494369
330	558.2746062
331	558.2112869
332	558.1527662
333	558.0366231
334	557.9245743
335	557.8312843
336	557.767593
337	557.7358206
338	557.678721
339	557.5807194
340	557.5187916
341	557.3599857
342	557.3518645
343	557.2287289
344	557.1371382
345	557.0482227
346	556.9949735
347	556.9092683
348	556.7657652
349	556.7087851
350	556.6485535
351	556.5444677
352	556.482681
353	556.3641361
354	556.2590835
355	556.1322395
356	556.1052429
357	556.0638063
358	556.0385392
359	555.9868893
360	555.9655334
361	555.9211571
362	555.8661387
363	555.8139634
364	555.766589
365	555.670062
366	555.5698997
367	555.5302917
368	555.4845531
369	555.3915312
370	555.2792465
371	555.167715
372	555.0967795
373	555.0322825
374	554.9763358
375	554.9077446
376	554.8376331
377	554.734647
378	554.6643379
379	554.6005933
380	554.4950399
381	554.4138595
382	554.3341442
383	554.2921898
384	554.2376512
385	554.1338837
386	554.0537782
387	553.9409705
388	553.85256
389	553.8194853
390	553.7016438
391	553.621598
392	553.5451454
393	553.4739085
394	553.4439757
395	553.4167098
396	553.3318262
397	553.2927224
398	553.2251105
399	553.1974375
400	553.1250084
401	553.0885881
402	553.0171615
403	552.9246412
404	552.8420186
405	552.7145601
406	552.6880265
407	552.6456681
408	552.5714273
409	552.5112996
410	552.4759104
411	552.4420579
412	552.3998025
413	552.3871705
414	552.3195536
415	552.2983966
416	552.2873317
417	552.1882901
418	552.1412439
419	552.0993983
420	552.0678262
421	552.0602878
422	552.0100756
423	551.986989
424	551.8802403
425	551.8394716
426	551.7936339
427	551.7428052
428	551.6450038
429	551.5900722
430	551.4928648
431	551.4826108
432	551.4356765
433	551.3814911
434	551.3037583
435	551.2668795
436	551.2161853
437	551.17116
438	551.0823812
439	551.0515289
440	550.9901064
441	550.9655582
442	550.953529
443	550.9143367
444	550.8825935
445	550.8389062
446	550.7850937
447	550.784393
448	550.7389062
449	550.6356185
450	550.580599
451	550.4710076
452	550.4250274
453	550.3135187
454	550.2575867
455	550.2105786
456	550.0913842
457	550.0133439
458	549.9884941
459	549.9429141
460	549.8826546
461	549.8078283
462	549.7813562
463	549.7524391
464	549.7026318
465	549.7018303
466	549.6845287
467	549.6111019
468	549.5707157
469	549.5254028
470	549.4775107
471	549.3941804
472	549.307455
473	549.2750568
474	549.2018407
475	549.1486081
476	549.0860618
477	549.0177806
478	548.9851038
479	548.8958155
480	548.829626
481	548.7570221
482	548.7148481
483	548.6375504
484	548.58828
485	548.5440962
486	548.4940837
487	548.4551756
488	548.3165391
489	548.231294
490	548.1738174
491	548.1322758
492	548.0920435
493	548.0426133
494	547.9829684
495	547.9297978
496	547.9048154
497	547.9042061
498	547.8559972
499	547.8283795
500	547.6978038
501	547.6435993
502	547.6022301
503	547.5254004
504	547.4574433
505	547.4329988
506	547.3485241
507	547.2999152
508	547.2523792
509	547.1821375
510	547.1315241
511	547.0780913
512	547.0413238
513	546.9797452
514	546.9485122
515	546.8805835
516	546.8241065
517	546.7746306
518	546.7446728
519	546.68426
520	546.6210018
521	546.5721486
522	546.529489
523	546.4514113
524	546.411066
525	546.3397928
526	546.3008166
527	546.2612498
528	546.2264832
529	546.1857387
530	546.1543128
531	546.1042837
532	546.0466776
533	546.0181936
534	545.9401298
535	545.9288423
536	545.9039333
537	545.8629271
538	545.8430403
539	545.8139613
540	545.7431956
541	545.7083339
542	545.6712574
543	545.6083986
544	545.5523043
545	545.4806493
546	545.4486458
547	545.3974887
548	545.3246032
549	545.2972302
550	545.2737062
551	545.2098586
552	545.142259
553	545.0932281
554	545.0042224
555	544.9742752
556	544.9476204
557	544.8640471
558	544.8328954
559	544.8021373
560	544.7073333
561	544.6841411
562	544.6304802
563	544.586575
564	544.5435772
565	544.4417666
566	544.3476436
567	544.309103
568	544.2641768
569	544.2111093
570	544.1716069
571	544.1114865
572	544.0899285
573	544.0122396
574	543.9444092
575	543.9188034
576	543.853553
577	543.8342046
578	543.7556037
579	543.6634079
580	543.6527413
581	543.6168313
582	543.5947565
583	543.587505
584	543.5549766
585	543.5148566
586	543.4523982
587	543.4147139
588	543.3425321
589	543.3009944
590	543.2686303
591	543.2164908
592	543.2099888
593	543.1893887
594	543.0986064
595	543.0345677
596	542.9406663
597	542.8912906
598	542.8384071
599	542.8163445
600	542.7832588
601	542.690493
602	542.658468
603	542.6367156
604	542.6109205
605	542.5742548
606	542.5503872
607	542.4906643
608	542.444204
609	542.3831436
610	542.2982418
611	542.2853533
612	542.2385709
613	542.1969881
614	542.193121
615	542.1313757
616	542.130754
617	542.1079229
618	542.1073362
619	542.1067826
620	542.0544233
621	542.0189216
622	541.9418912
623	541.903766
624	541.8184532
625	541.7893163
626	541.7641673
627	541.71667
628	541.6797751
629	541.6384564
630	541.6056971
631	541.5431054
632	541.4749232
633	541.3777316
634	541.3315502
635	541.2803835
636	541.2203706
637	541.2086761
638	541.1222337
639	541.0637123
640	541.0323442
641	540.9961675
642	540.9357867
643	540.8819878
644	540.8048107
645	540.7572037
646	540.7455367
647	540.7275711
648	540.6715595
649	540.6413989
650	540.574531
651	540.5333278
652	540.4723766
653	540.4177057
654	540.3888949
655	540.3654537
656	540.3012348
657	540.2275892
658	540.17203
659	540.1532374
660	540.093395
661	540.0634991
662	539.9902277
663	539.9617486
664	539.9220984
665	539.8888616
666	539.8351314
667	539.8035982
668	539.7278142
669	539.6688386
670	539.6168135
671	539.6039101
672	539.5203193
673	539.4893006
674	539.4675364
675	539.4308905
676	539.3743461
677	539.3289161
678	539.3212732
679	539.2999582
680	539.2513134
681	539.2129733
682	539.1557136
683	539.145511
684	539.1445993
685	539.1437295
686	539.096797
687	539.066663
688	538.9849958
689	538.9051533
690	538.881362
691	538.8157095
692	538.7353706
693	538.6949472
694	538.6740025
695	538.6234115
696	538.5311876
697	538.5096997
698	538.4680269
699	538.4402435
700	538.4044413
701	538.3858208
702	538.2909492
703	538.238481
704	538.1373422
705	538.1084107
706	538.1033584
707	538.0543806
708	537.9997786
709	537.957981
710	537.9220708
711	537.8971535
712	537.8434829
713	537.8323205
714	537.8011027
715	537.8006554
716	537.7798688
717	537.7305785
718	537.6999485
719	537.686123
720	537.6222753
721	537.558465
722	537.5512967
723	537.4830755
724	537.4012003
725	537.3705985
726	537.3208539
727	537.2900682
728	537.261409
729	537.1715578
730	537.0793722
731	537.0504507
732	536.9715177
733	536.9480742
734	536.880251
735	536.8557435
736	536.8097001
737	536.7505892
738	536.7156549
739	536.6966868
740	536.6962089
741	536.658856
742	536.6584049
743	536.657979
744	536.5938713
745	536.5700234
746	536.5404281
747	536.4926873
748	536.4489791
749	536.423781
750	536.3540491
751	536.3117119
752	536.2584259
753	536.1902805
754	536.1679916
755	536.1420295
756	536.0972055
757	536.0736658
758	536.0055239
759	535.942424
760	535.8780402
761	535.8593627
762	535.8322447
763	535.7702846
764	535.7517994
765	535.7375095
766	535.7020071
767	535.6300367
768	535.6008967
769	535.588365
770	535.4888195
771	535.4261665
772	535.3497921
773	535.3232285
774	535.2869892
775	535.2122293
776	535.1401673
777	535.0747967
778	535.0100125
779	534.9469923
780	534.9159199
781	534.9020553
782	534.8938895
783	534.8878066
784	534.8355129
785	534.8056321
786	534.7766715
787	534.7673205
788	534.7286781
789	534.6984536
790	534.6352649
791	534.5935493
792	534.5485388
793	534.5236176
794	534.4980446
795	534.4487347
796	534.3973083
797	534.3607552
798	534.337756
799	534.2871244
800	534.2236864
801	534.1372057
802	534.0727247
803	534.0226695
804	533.989716
805	533.9583345
806	533.9579735
807	533.9203642
808	533.8755997
809	533.8752615
810	533.8681864
811	533.8336225
812	533.7583792
813	533.7421981
814	533.6776747
815	533.6632368
816	533.651175
817	533.614618
818	533.602399
819	533.5468788
820	533.4874151
821	533.4384963
822	533.4160896
823	533.3153348
824	533.2416683
825	533.2133252
826	533.2105326
827	533.1983558
828	533.1381255
829	533.1261077
830	533.1089574
831	533.0897756
832	533.0621495
833	533.0465968
834	533.0400155
835	533.0396959
836	532.9768299
837	532.9765714
838	532.954665
839	532.8668111
840	532.8119959
841	532.7844624
842	532.763485
843	532.7610684
844	532.7246044
845	532.7050165
846	532.6625789
847	532.6286713
848	532.5909887
849	532.5850234
850	532.5253759
851	532.4918086
852	532.4043059
853	532.3766448
854	532.3116773
855	532.273202
856	532.2587965
857	532.2210279
858	532.1956569
859	532.1526532
860	532.1362252
861	532.1030419
862	532.0592693
863	532.0094937
864	532.002264
865	531.9731505
866	531.9372239
867	531.9185682
868	531.8913055
869	531.8011893
870	531.7345854
871	531.6540153
872	531.6208083
873	531.569774
874	531.527489
875	531.5002838
876	531.436846
877	531.4036361
878	531.3531424
879	531.3151479
880	531.2388025
881	531.1692758
882	531.1463018
883	531.1275235
884	531.0827994
885	531.0641703
886	531.0220456
887	531.0033042
888	530.9725449
889	530.9245963
890	530.8966654
891	530.8760069
892	530.8673214
893	530.8542061
894	530.7988713
895	530.7800676
896	530.7605898
897	530.7219843
898	530.7022724
899	530.6601377
900	530.6326726
901	530.5421657
902	530.5253547
903	530.5067244
904	530.4779276
905	530.4279769
906	530.3861533
907	530.3698829
908	530.3230446
909	530.2984474
910	530.281867
911	530.2608632
912	530.2531852
913	530.1926728
914	530.1625828
915	530.144522
916	530.1250805
917	530.0785883
918	530.0529925
919	529.9772374
920	529.9530621
921	529.9321147
922	529.8938256
923	529.859848
924	529.8393046
925	529.8199624
926	529.8055859
927	529.7814859
928	529.7552357
929	529.6956871
930	529.6629685
931	529.6620612
932	529.6573232
933	529.6213691
934	529.5730681
935	529.5437898
936	529.5327669
937	529.5281987
938	529.4749427
939	529.4480975
940	529.3896831
941	529.3618752
942	529.351309
943	529.330745
944	529.2926674
945	529.2468743
946	529.1923303
947	529.165837
948	529.140886
949	529.0807759
950	529.0575215
951	529.0003956
952	528.9358082
953	528.8942596
954	528.8278915
955	528.7629571
956	528.7120655
957	528.6786772
958	528.6566402
959	528.6382239
960	528.5754858
961	528.5405705
962	528.5248592
963	528.5153021
964	528.4986895
965	528.4736731
966	528.4471567
967	528.4333453
968	528.4090117
969	528.3850736
970	528.3507905
971	528.3467187
972	528.2912299
973	528.2723874
974	528.2475489
975	528.2050265
976	528.1464436
977	528.1078194
978	528.07158
979	527.9968503
980	527.8929269
981	527.8490717
982	527.8210566
983	527.75231
984	527.7366081
985	527.714611
986	527.6757621
987	527.6322062
988	527.6221993
989	527.5703966
990	527.5506663
991	527.5361567
992	527.5033972
993	527.4635443
994	527.4352247
995	527.3847489
996	527.3771321
997	527.3442073
998	527.3115176
999	527.2448824
